0 ['keller', 'bombe', 'flugzeug', 'bunker', 'fliegen', 'krieg', 'haus', 'angriff', 'bombardieren', 'fallen', 'bombenangriff', 'hören', 'alarm', 'treffen', 'brennen', 'kaputt', 'stadt', 'zerstören', 'schlimm', 'flieger', 'schießen', 'spät', 'passieren', 'erleben', 'angst', 'nähe', 'fliegeralarm', 'luftschutzkeller', 'straße', 'transkript', 'evakuieren', 'amerikaner', 'tot', 'nachts', 'bomben', 'umkommen', 'ausgebombt', 'zerbombt', 'erinnern', 'luftangriffe', '43', 'pilot', 'luft', 'verbrennen', 'abschießen', 'splitter', 'letzter', 'schrecklich', 'explodieren', 'engländer', 'retten', 'kind', 'bauen', 'wohnen', 'tag', 'erde', 'amerikanisch', 'furchtbar', 'tiefflieger', 'luftangriff', 'bombardierung', 'dach', 'feuer', 'stelle', 'trümmer', 'werfen', 'himmel', 'siren', 'flamme', 'schwer', '44', '1944', 'flughafen', 'nah', 'bombardiern', 'maschine', 'meter', 'rannen', '45', 'springen', 'gott', 'brennend', 'dick', 'abwerfen', 'dresden', 'brandbombe', 'schutt', 'flak', 'verletzen', 'tote', 'beschießen', 'löschen', 'kriegsend', 'bomber', 'angreifen', 'zweiter', 'fenster', 'beschädigen', 'brand', 'verbinden']
98 ['sport', 'musik', 'lieder', 'theater', 'schön', 'fußball', 'klavier', 'chor', 'lernen', 'verein', 'lied', 'konzert', 'kennen', 'geige', 'jugend', 'schwimmen', 'musikalisch', 'gerne', 'üben', 'richtig', 'hören', 'zeit', 'gitarre', 'orchester', 'stimme', 'spät', 'bühne', 'sportlich', 'spaß', 'gruppe', 'spiel', 'tanzen', 'sportverein', 'oper', 'musiker', 'schule', 'mitmachen', 'veranstaltung', 'handball', 'nennen', 'turnen', 'mannschaft', 'vereine', 'sänger', 'gehören', 'organisieren', 'instrument', 'melodie', 'abends', 'wunderbar', 'sportler', 'aufführen', 'turnverein', 'aufführung', 'erinnern', 'beibringen', 'ball', 'treiben', 'schauspieler', 'gewinnen', 'trainieren', 'training', 'freizeit', 'gesang', 'freude', 'akkordeon', 'zweimal', 'leiten', 'musizieren', 'volkslieder', 'kultur', 'kirchenchor', 'tennis', 'hobby', 'abend', 'möglichkeit', 'jugendlich', 'dirigent', 'orgel', 'wandern', 'musikschule', 'trainer', 'programm', 'auftreten', 'anfang', 'rolle', 'unterricht', 'begeistert', 'ahnung', 'zweiter', 'sportplatz', 'kulturell', 'modern', 'leichtathletik', 'klavierunterricht', 'spieler', 'einladen', 'gesungen', 'gesangverein', 'klub']

99 ['schäfer', 'gruppe', 'chile', 'deutschland', 'kolonie', 'colonia', 'paul', 'kind', 'wolfgang', 'chilenisch', 'wussen', 'spät', 'dignidad', 'deutsch', 'hopp', 'botschaft', 'santiago', 'reden', 'krankenhaus', 'gruppentante', 'jungs', 'gemeinde', 'hartmut', 'schmidt', 'müller', 'herr', 'mädchen', 'colono', 'zeit', 'siegburg', 'papa', 'system', 'opfer', 'schmidtke', 'mitbekommen', 'passieren', 'baar', 'gehören', 'nennen', 'sogenannter', 'diktatur', 'wagen', 'sekt', 'kinderhaus', 'missbrauch', 'horst', 'gronau', 'wussten', 'hugo', 'erfahren', 'karl', 'bulnes', 'seewald', 'ursel', 'parral', 'willi', 'doktor', 'missbrauchen', 'kontakt', 'fliegen', 'bibel', 'zwischendurch', 'mücke', 'saal', 'berg', 'helfen', 'peter', 'versammlung', 'dina', 'täter', 'verschieden', 'schaffen', 'manfred', 'villa', 'normal', 'schnellenkamp', 'heide', 'gerd', 'wahnsinnig', 'frank', 'neukra', 'pinochet', 'spanisch', 'familie', 'amnesty', 'küche', 'wahrheit', 'foltern', 'süden', 'sexuell', 'freihaus', 'gerhard', 'fliehen', 'flüchten', 'gemeinschaft', 'verstecken', 'chilen', 'endlich', 'heilsarmee', 'ingrid']

100 ['papier', 'schicken', 'rot', 'unterschreiben', 'kreuz', 'dokument', 'adresse', 'unterlage', 'karte', 'ausweis', 'pass', 'bescheinigung', 'zeigen', 'post', 'zettel', 'nummer', 'paket', 'blättern', 'herr', 'unterschrift', 'melden', 'deutsch', 'stempel', 'wussen', 'ausfüllen', 'archiv', 'warten', 'abgeben', 'liste', 'eintragen', 'ausstellen', 'angeben', 'päckchen', 'kopie', 'antrag', 'bestätigen', 'aufgeschrieben', 'stimmen', 'angabe', 'richtig', 'postkarte', 'ankommen', 'sammeln', 'kopieren', 'schrift', 'formular', 'original', 'vorlegen', 'übergeben', 'geschickt', 'akte', 'registrieren', 'zuschicken', 'blatt', 'gehören', 'erklärung', 'zeit', 'fragebogen', 'schreibmaschine', 'hand', 'interessant', 'mitteilen', 'schreib', 'erklären', 'beantragen', 'urkunde', 'geburtsurkunde', 'aufbewahren', 'kontrollieren', 'nachricht', 'unterlagen', 'bescheid', 'anmelden', 'pässe', 'eventuell', 'amt', 'entlassen', 'erfahren', 'abholen', 'nennen', 'aufnehmen', 'mitteilung', 'falsch', 'aufheben', 'gebären', 'erledigen', 'genehmigung', 'verlangen', 'kopf', 'ausweise', 'behörde', 'entlassungsschein', 'hilfe', 'stift', 'polizei', 'umschlag', 'schein', 'vernichten', '25', 'bleistift']

101 ['punk', 'düsseldorf', 'hof', 'straße', 'zeit', 'kennen', 'spät', 'richtig', 'rating', 'ratinger', 'konzert', 'musik', 'gehören', 'laden', 'szene', '79', 'anfang', '78', '80er', 'mettmann', 'relativ', '81', 'sommer', 'hören', '80', 'echt', 'treffen', 'rocker', 'lustig', 'super', '70er', 'düsseldorfer', 'mitte', '1980', '77', 'typ', 'altstadt', 'lernen', 'london', 'platte', '82', 'dokie', 'haar', 'normal', 'haare', 'wochenende', 'stadt', 'scheiße', '83', '90er', 'iserlohn', 'england', 'freund', 'boah', 'rock', 'richtung', 'festival', 'punkrock', 'clique', 'jürgen', 'geil', 'zweiter', 'absolut', 'geschichte', 'auto', 'krause', 'verbringen', 'ecke', 'droge', 'cool', 'kaufen', 'gruppe', 'herbst', 'mitbekommen', 'martin', 'schule', 'zuhause', 'kneipe', 'ahnung', 'unterwegs', 'klasse', 'nennen', 'woche', 'nett', 'jasper', 'erwähnen', 'umfeld', 'unglaublich', 'weißen', 'komisch', 'hart', 'bock', 'berlin', 'erkrath', 'punkszene', 'weißte', 'hassen', 'irgendwelcher', 'dortmund', 'großartig']

102 ['mama', 'papa', 'krieg', 'deutschland', 'gott', 'mädchen', 'wohnen', 'erinnern', 'weinen', 'schicken', 'schwester', 'kind', 'arbeit', 'dorf', 'haus', 'sterben', 'mutter', 'lieben', 'helfen', 'tochter', 'spät', 'stadt', 'charkow', 'tante', 'anna', 'straße', 'mensch', 'schauen', 'foto', 'warten', 'nennen', 'bitten', 'reden', 'schura', 'zeigen', 'zeit', 'schlecht', 'antworten', 'angst', 'arm', 'marija', 'wera', 'wirtin', 'nadja', 'treffen', 'kindch', 'sohn', 'krank', 'katja', 'familie', 'hausherr', 'lida', 'leningrad', 'hausherrin', 'selig', 'walja', 'mädels', 'vergessen', 'armee', 'rubel', 'nachbarin', 'ukraine', 'minsk', 'tamara', 'iwanowna', 'schwer', 'olga', 'geh', 'zurückkehren', 'rufen', 'fabrik', 'stiefmutter', 'russisch', 'heiraten', 'schimpfen', 'kolja', 'alexandra', 'verlassen', 'mischa', 'nähe', 'krasnodar', 'woronesch', 'kehren', 'maria', 'erlauben', 'erfahren', 'wanja', 'gebiet', 'front', 'kennen', 'interessant', 'leid', 'adresse', 'zimmer', 'gorka', 'ehemann', 'deutsche', 'mascha', 'nina', 'puchowitschi']

103 ['wählen', 'partei', 'politisch', 'spd', 'cdu', 'wahl', 'politik', 'zentrum', 'deutsch', 'fdp', 'adenauer', 'mitglied', 'meinung', 'frage', 'lachen', 'bürgermeister', 'mehrheit', 'demokratisch', 'grüne', 'politiker', 'diskutieren', 'linker', 'stimme', 'vorsitzend', 'landtag', 'engagieren', 'sozialdemokrat', 'bundestag', 'frauenring', 'gründen', 'demokratie', 'diskussion', 'brandt', 'rat', 'richtung', 'grün', 'reden', 'stimmen', 'sozial', 'konservativ', 'union', 'zeitung', 'weimarer', 'grund', 'stadt', 'sozialdemokratisch', 'regierung', 'fraktion', 'gehören', 'öffentlich', 'bund', 'berlin', 'abgeordneter', 'katholisch', 'liberal', 'schmidt', 'düsseldorf', 'kandidieren', 'vertreten', 'ändern', 'prozent', 'koalition', 'willy', 'interessiert', 'rechter', 'parteipolitisch', 'einstellung', 'stadtrat', 'kreis', 'demokrat', 'vortrag', 'wahlkampf', 'engagiert', 'oberbürgermeister', 'kandidat', 'christlich', 'sorgen', 'programm', 'versammlung', 'volkspartei', 'verfassung', 'republik', 'schumacher', 'bundestagswahl', 'grundgesetz', 'rede', 'durchsetzen', 'helmut', 'ausschuss', 'bundeskanzler', 'national', 'ausschüsse', 'auseinandersetzung', 'kpd', 'csu', 'arbeitsgemeinschaft', 'bundesrepublik', 'bürgerlich', 'international', 'mitmachen']

104 ['mutter', 'kind', 'vater', 'eltern', 'schule', 'familie', 'zuhause', 'schwester', 'erinnern', 'gerne', 'kindheit', 'spät', 'haus', 'zeit', 'mädchen', 'schön', 'haushalt', 'bruder', 'streng', 'verhältnis', 'erziehen', 'wohnen', 'erziehung', 'geschwister', 'helfen', 'richtig', 'jugend', 'erinnerung', 'kümmern', 'lernen', 'straße', 'elternhaus', 'mitkriegen', 'nachbar', 'hausfrau', 'garten', 'normal', 'kochen', 'erwachsen', 'essen', 'abends', 'sorgen', 'arm', 'aufwachsen', 'gehören', 'tochter', 'nachbarschaft', 'üblich', 'schlimm', 'alter', 'fahrrad', 'geld', 'großmutter', 'mütter', 'selbstverständlich', 'merken', 'beruf', 'prägen', 'beschreiben', 'beschäftigen', 'lieb', 'lieben', 'stolz', 'selten', 'lehrerin', 'frage', 'putzen', 'freund', 'freizeit', 'schlecht', 'beziehung', 'unterschied', 'aufgabe', 'entsinnen', 'schlagen', 'papa', 'aufpassen', 'hauptsächlich', 'bestimmen', 'hand', 'besuchen', 'nähen', 'töchter', 'mutti', 'schulzeit', 'schimpfen', 'wohnung', 'grund', 'ordentlich', 'brüder', 'damalig', 'rolle', 'mama', 'achten', 'gegend', 'nett', 'untereinander', 'jugendlich', 'verbieten', 'schwer']

105 ['kind', 'kindergarten', 'eltern', 'gruppe', 'krippe', 'schön', 'wende', 'einrichtung', 'schule', 'erzieher', 'erzieherin', 'dresden', 'ddrzeit', 'ddr', 'ausbildung', 'zeit', 'mutti', 'arbeit', 'leiterin', 'lernen', '', 'gerne', 'hort', 'betreuen', 'erziehung', 'kindheit', 'erinnern', 'erleben', 'kindergarte', 'freiheit', 'tag', 'mütter', 'anfang', 'woche', 'kollege', 'gehören', 'kinderkrippe', 'kindergärtnerin', 'pionier', 'kindergärt', 'merken', 'narayen', 'ferienlager', 'mitmachen', 'familie', 'schaffen', 'gebären', 'spaß', 'wendezeit', 'kita', 'prägen', 'beschäftigung', 'alltag', 'anbieten', 'basteln', 'normal', 'beruf', 'spielzeug', 'spiel', 'raum', 'behindert', 'gestalten', 'erziehen', 'leitung', 'stunde', 'dorf', 'glück', 'erinnerung', 'abholen', 'sozial', 'oma', 'jugendamt', 'funktionieren', 'kümmern', 'pädagogik', 'vorbereiten', 'bauen', 'lehrer', 'regel', 'animat', 'pädagogisch', 'spielplatz', 'gedanke', 'aussuchen', 'schlimm', 'ort', 'zuhause', 'schlafen', 'kreativ', 'plan', 'sozialistisch', 'westen', 'fallen', 'generell', 'super', 'klappen', 'prinzip', 'markus', 'organisieren', 'mitbringen']

106 ['kaufen', 'geschäft', 'verkaufen', 'laden', 'geld', 'einkaufen', 'markt', 'krieg', 'bäckerei', 'kunde', 'zeit', 'schön', 'lebensmittel', 'konsum', 'ware', 'stadt', 'bezahlen', 'teuer', 'kennen', 'verkäuferin', 'billig', 'firma', 'marke', 'bäcker', 'übernehmen', 'gold', 'kosten', 'verdienen', 'bestellen', 'verkauf', 'aufmachen', 'privat', 'schwarz', 'preis', 'liefern', 'friseur', 'händler', 'handel', 'handeln', 'schokolade', 'möbel', 'lachen', 'schwarzmarkt', 'sohn', 'pfennig', 'butter', 'fahrrad', 'kaufhaus', 'straße', 'abgeben', 'woche', 'kundschaft', 'aufgeben', 'großhandel', 'apotheke', 'schaufenster', 'wussen', 'tauschen', 'wert', 'ecke', 'bedienen', 'betrieb', 'auto', 'lebensmittelgeschäft', 'wohnen', 'personal', 'schließen', 'ho', 'haus', 'sorgen', 'selbstständig', 'mussen', 'brot', 'geschäftsleute', 'pfund', 'fleisch', 'schicken', 'produkt', 'währung', 'organisieren', 'führen', 'sonntags', 'angestellter', 'filiale', 'zigarett', 'herr', 'erstens', 'aufbauen', 'wagen', 'zugemacht', 'geschäftsmann', 'kaufmann', 'metzger', 'hängen', 'chefin', 'hingehen', 'silber', 'kilo', 'fabrik', 'horten']

107 ['betrieb', 'bitterfeld', 'arbeit', 'lachen', 'kollektiv', 'partei', 'werk', 'funktion', 'meister', 'direktor', 'betreiben', 'kombinat', 'gehören', 'halle', 'arbeiter', 'ddr', 'filmfabrik', 'bgl', 'leiter', 'tag', 'übernehmen', 'sowjetisch', 'tätigkeit', 'einsetzen', 'aufgabe', 'gewerkschaft', 'produktion', 'parteisekretär', 'sozialistisch', 'frage', 'kollege', 'brigade', 'problem', 'auszeichnung', 'wolf', 'leiten', 'volkseigen', 'nennen', 'wolfen', 'gesellschaftlich', 'drüben', 'staatlich', 'damalig', 'farbenfabrik', 'leitung', 'technisch', 'fdgb', 'parteischule', 'durchführen', 'anfang', 'verantwortlich', 'abteilung', 'organisieren', 'entwicklung', 'privat', 'plan', 'bereich', 'mensch', 'bezirk', 'garnicht', 'dessau', 'dsf', 'qualifizieren', 'werktätig', 'privatbetrieb', 'mitglied', 'rat', 'kader', 'leistung', 'genosse', 'arbeitskraft', 'chemiekombinat', 'abteilungsleiter', 'auszeichnen', 'verwaltung', 'entwickeln', 'gespräch', 'hauptbuchhalter', 'fdj', 'kultur', 'technik', 'prämie', 'sandersdorf', 'parteileitung', 'deutschsowjetisch', 'sogenannter', 'politisch', 'notwendig', 'betriebsleiter', 'industrie', 'führen', 'vorsitzend', 'berufsausbildung', 'gebiet', 'arbeitern', 'freundschaft', 'voraussetzung', 'qualifizierung', 'bedingung', 'betriebsgewerkschaftsleitung']

108 ['mensch', 'deutschland', 'krise', 'prinzip', 'funktionieren', 'land', 'system', 'erleben', 'gesellschaft', 'problem', 'passieren', 'welt', 'meinung', 'letzter', 'ddr', 'geschichte', 'aufarbeitung', 'gerne', 'generation', 'erfahrung', 'vermissen', 'situation', 'frage', 'richtig', 'umgehen', 'reden', 'konstanz', 'staat', 'versuchen', 'zukunft', 'relativ', 'politik', 'politisch', 'schaffen', 'wahrnehmen', 'wende', 'spannend', 'osten', 'normal', 'schlecht', 'merken', 'betreffen', 'medium', 'sicht', 'treffen', 'verändern', 'gefühl', 'super', 'umwelt', 'umweltschutz', 'afd', 'bedrohung', 'wünschen', 'zweiter', 'mittlerweile', 'prozent', 'umfeld', 'wirtschaftlich', 'sozial', 'schauen', 'beschäftigen', 'lösung', 'extrem', 'bundesland', 'stichwort', 'bedrohlich', 'wert', 'fühlen', 'überlegen', 'absolut', 'gesellschaftlich', 'umgang', 'kritisch', 'region', 'europa', 'diskussion', 'weltkrieg', 'schweiz', 'fazit', 'sinn', 'richtung', 'impfen', 'projekt', 'katastrophe', 'hinblick', 'falsch', 'momentan', 'wiedervereinigung', 'auge', 'internet', 'schüler', 'erwähnen', 'unglaublich', 'aktuell', 'usa', 'angehen', 'rechter', 'heutig', 'find', 'video']

109 ['polen', 'polnisch', 'deutsch', 'pole', 'flüchtling', 'heimat', 'deutschland', 'grenze', 'schlesien', 'krieg', 'familie', 'land', 'gebiet', 'russe', 'breslau', 'ostpreuß', 'stadt', 'warschau', 'russland', 'gehören', 'flüchten', 'deutsche', 'litauen', 'ort', 'osten', 'danzig', 'russisch', 'pos', 'krakau', 'wohnen', 'ostpreußen', 'sprache', 'nennen', '1939', 'pommern', 'bauer', 'zweiter', 'flucht', 'fliehen', 'polin', 'westen', 'verlassen', 'einheimisch', 'gebären', 'kilometer', 'königsberg', 'reich', 'stammen', 'vertreiben', 'gegend', 'oberschlesi', 'schlesier', 'verlieren', 'lettland', 'ausländer', 'ukraine', '45', 'sogenannter', 'zuhause', 'bevölkerung', 'lodz', 'verschieden', 'bürger', 'weltkrieg', 'geschichte', 'ansiedeln', 'behörde', 'dritter', 'schlesisch', 'dorf', '39', 'versuchen', 'pose', 'volksdeutsch', 'vertrieben', 'besetzt', '1945', 'litauer', 'berlin', 'bedeuten', 'sibirien', 'rot', 'regierung', 'herr', 'österreich', 'landen', 'staatsangehörigkeit', 'umsiedeln', 'besetzen', 'sowjetunion', 'staatsbürgerschaft', 'ändern', 'ehemalig', 'arbeiter', 'landwirtschaft', 'litauisch', 'oberschlesien', 'zurückkommen', 'kattowitz', 'estland']

110 ['nähen', 'anziehen', 'schuh', 'kleidung', 'hose', 'kaufen', 'stoff', 'kleid', 'schön', 'schwarz', 'stricken', 'blau', 'kleider', 'anzug', 'mantel', 'rot', 'mutter', 'stiefel', 'hemd', 'jacke', 'uniform', 'mädchen', 'rock', 'bluse', 'pullover', 'zeit', 'winter', 'hosen', 'strümpf', 'farbe', 'hand', 'schneider', 'stopfen', 'leder', 'warm', 'kittel', 'grün', 'tasche', 'nähmaschine', 'zeigen', 'arm', 'mütze', 'grau', 'ausziehen', 'lernen', 'klamotte', 'schenken', 'dick', 'braun', 'wäsche', 'mitbringen', 'tuch', 'sticken', 'waschen', 'schicken', 'schneiderin', 'schürze', 'kaputt', 'kalt', 'fallen', 'hemde', 'normal', 'anzüge', 'socken', 'hut', 'kostüm', 'nadel', 'schuster', 'spät', 'geld', 'kleiden', 'tauschen', 'strümpfe', 'dünn', 'schneidern', 'zuhause', 'anhaben', 'hemden', 'aussehen', 'flicken', 'mäntel', 'freundin', 'färben', 'streifen', 'füße', 'größe', 'art', 'häkeln', 'holzschuhe', 'unterwäsche', 'sommer', 'barfuß', 'erinnern', 'reparieren', 'umziehen', 'knöpfe', 'anhaten', 'kopf', 'handschuhe', 'schick']

111 ['lernen', 'beruf', 'lehre', 'ausbildung', 'schule', 'firma', 'arbeit', 'zeit', 'prüfung', 'lehrling', 'stelle', 'kaufmännisch', 'betrieb', 'lehrstelle', 'arbeitsamt', 'verdienen', 'berufsschule', 'richtig', 'meister', 'ausbilden', 'besuchen', 'spät', 'büro', 'geld', 'maurer', 'gerne', 'vater', 'abschließen', 'chef', 'schlosser', 'lehrlinge', 'handelsschule', 'einstellen', 'beruflich', 'abschluss', 'lehrzeit', 'nennen', 'schaffen', 'arbeitslos', 'verkäuferin', 'woche', 'beenden', 'haushalt', 'erlernen', 'kennen', 'tätigkeit', 'beworben', 'technisch', 'annehmen', 'schwer', 'übernehmen', 'mittlerer', 'zweiter', 'kurs', 'beschäftigen', 'selbständig', 'studieren', 'klappen', 'nebenbei', 'volksschule', 'verschieden', 'lehrjahr', 'berufsausbildung', 'fabrik', 'elektriker', 'kaufmann', 'mitmachen', 'zuhause', 'gelernt', 'anderthalb', 'facharbeiter', 'handwerk', 'fallen', 'ingenieur', 'damalig', 'schwierigkeit', 'tischler', 'spaß', 'angestellter', 'melden', 'möglichkeit', 'schlecht', 'entlassen', 'bau', 'mädchen', 'ablegen', 'schneiderin', 'handwerklich', 'lehren', 'anstellen', 'pflichtjahr', 'heiraten', 'tochter', 'job', 'umschulung', 'geselle', 'lust', 'üblich', 'helfen', 'näherin']

112 ['kirche', 'apostel', 'stammapostel', 'gemeinde', 'botschaft', 'gottesdienst', 'neuapostolisch', 'bischoff', 'kuhlen', 'kuhl', 'güttinger', 'vater', 'bezirksapostel', 'apostolisch', 'düsseldorf', 'bezirk', 'bischof', 'vorsteher', 'grunde', 'amt', 'otto', 'priester', 'gott', 'sterben', 'erleben', 'kennen', 'predigen', 'nak', 'geschwister', 'nachfolger', 'gottesdienste', 'schmidt', 'schweiz', 'vag', 'herr', 'frankfurt', 'trennung', 'streckeise', 'ruhestand', 'familie', 'stelle', 'schrift', 'sohn', 'verteilen', 'fritz', 'bern', 'diakon', 'leber', 'brüder', 'gehören', 'gedanke', 'jesus', 'christus', '1960', 'christi', 'fünfziger', 'lieb', 'mitglied', 'amtsträger', 'uv', 'tod', 'bottrop', 'passieren', 'walter', 'liebe', 'spät', 'jugend', 'verlag', '55', 'erfüllen', 'altar', 'stammapostelhelfer', 'verkündigen', 'übernehmen', 'bezirksvorsteher', 'zürich', 'spaltung', 'bruder', 'geist', '51', 'besuchen', 'einsetzen', 'krefeld', 'rheinland', 'wiederkunft', 'gottesdiensten', 'einladen', 'heilig', 'mittlerweile', 'ordinieren', 'bereich', 'evangelium', 'verwaltung', 'werner', 'schauen', 'essen', 'rockenfelder', 'eller', 'bibel', 'treu']

113 ['rauchen', 'zigarett', 'bandzerrung', 'tabak', 'zigarette', 'mensch', 'sarajevo', 'wahr', 'jasenovac', 'zagreb', 'ustascha', 'zigaretten', 'kroatien', 'bentheim', 'parallel', 'schachtel', 'serbe', 'kroate', 'raucher', 'fliehen', 'jugoslawien', 'stange', 'belgrad', 'zigarren', 'lager', 'gradika', 'drehen', 'stara', 'bedeuten', 'passen', 'pfeife', 'machorka', 'verhaften', 'mostar', 'hinrichten', 'besucher', 'reden', 'herr', 'ring', 'tito', 'räusperen', 'gemeinsam', 'betriebsführer', 'direktor', 'kroatisch', 'hannes', 'partisan', 'flüchten', 'draht', 'weißt', 'italiener', 'karl', 'bandfehler', 'partisane', 'lopud', '25', 'bosnien', 'rab', 'zigarre', 'packung', 'jüdisch', 'päckchen', 'serbien', 'bandsprung', 'soldat', 'verstecken', 'ringe', 'nichtrauch', 'zeitungspapier', 'tasche', 'bubi', 'fahrer', 'pass', 'abteilung', 'jugoslawisch', 'geraucht', 'meusel', 'hajon', '1941', 'kraljevica', 'morgens', 'zeitlang', 'gelingen', 'orthodox', 'italienisch', 'jelka', 'slowen', 'roch', 'streichhölzer', 'heimlich', 'mikrophon', 'verbieten', 'beize', 'brüder', 'walzwerk', 'neumann', 'blätter', 'zünden', 'paff', 'aschenbecher']

114 ['interview', 'frage', 'geschichte', 'gerne', 'lebensgeschichte', 'gespräch', 'herr', 'interessant', 'zeit', 'schön', 'bitten', 'führen', 'nachfragen', 'interessiert', 'hören', 'erinnerung', 'projekt', 'zweiter', 'richtig', 'letzter', 'moment', 'archiv', 'kamera', 'erfahrung', 'gebären', 'tonband', 'erleben', 'herrn', 'bericht', 'fangen', 'ausführlich', 'verschieden', 'anfang', 'reden', 'plato', 'zusammenhang', 'alexander', 'gesamt', 'problem', 'buch', 'bereit', 'einfallen', 'lebensgeschichtlich', 'hoffen', 'versuchen', 'institut', 'biographie', 'rahmen', 'spät', 'notiz', 'bedanken', 'interviewen', 'kindheit', 'beschäftigen', 'historiker', 'freuen', 'kopieren', 'nennen', 'lachen', 'ton', 'lieber', 'herzlich', 'stimmen', 'historisch', 'stiftung', 'dokumentation', 'beantworten', 'normalerweise', 'kennen', 'kopie', 'aufnehmen', 'betreffen', 'bestimmen', 'forschung', 'dritter', 'einverstanden', 'leh', 'bereich', 'lebenslauf', 'aufnahme', 'ehemalig', 'vergessen', 'aufwachsen', 'schauen', 'erwähnen', 'besprechen', 'wissenschaftlich', 'hagen', 'schildern', 'verwenden', 'minute', 'verfügung', 'sammeln', 'kassette', 'hauptsächlich', 'stelle', 'spannend', 'ordnung', 'eventuell', 'ereignis']

115 ['waschen', 'wasser', 'bett', 'schlafen', 'baracke', 'toilette', 'erinnern', 'läuse', 'kalt', 'sauber', 'essen', 'seife', 'tag', 'wäsche', 'haare', 'kleidung', 'warm', 'baden', 'zimmer', 'haar', 'duschen', 'decken', 'stroh', 'matratze', 'decke', 'pritsch', 'dusche', 'raum', 'nackt', 'barack', 'platz', 'bad', 'heiß', 'kopf', 'waschraum', 'ausziehen', 'wuschen', 'führen', 'wanzen', 'spät', 'winter', 'schüssel', 'schrecklich', 'nachts', 'rasieren', 'zeit', 'eimer', 'reihe', 'art', 'schneiden', 'boden', 'waschbecken', 'mussen', 'füße', 'banja', 'woche', 'geschnitten', 'anziehen', 'aufstehen', 'bretter', 'benutzen', 'mädchen', 'wechseln', 'kissen', 'bedingung', 'mitte', 'geschoren', 'gebäude', 'sommer', 'krätz', 'ratte', 'desinfektion', 'bettwäsche', 'körper', 'heizen', 'stückchen', 'fenster', 'handtücher', 'dreckig', 'hinlegen', 'klo', 'glatze', 'pritsche', 'frisch', 'dreistöckig', 'abschneiden', 'sauberkeit', 'holz', 'ordentlich', 'trinken', 'schlief', 'aussehen', 'kahl', 'hemd', 'hof', 'flöhe', 'ungeziefer', 'reinigen', 'stunde', 'nass']

116 ['lager', 'buchenwald', 'jamlitz', 'baracke', 'russe', 'entlassen', 'ketschendorf', 'barack', 'mühlberg', 'lazarett', 'russisch', 'häftling', 'sachsenhause', 'tag', 'entlassung', 'tor', 'offizier', '48', 'sterben', '46', 'zeit', 'deutsch', 'transport', '47', '45', 'weimar', 'posten', 'zone', 'erfahren', 'ehemalig', 'tot', 'kz', 'verpflegung', 'kennen', 'jugendliche', 'russland', 'küche', 'melder', 'sowjetisch', 'nennen', 'sogenannter', 'möglichkeit', 'verhaften', 'jugendlich', 'kommandant', 'einsperren', 'zaun', 'einzeln', 'satz', 'brot', 'tote', 'häftlinge', 'kontakt', 'beschreiben', 'melden', 'essen', 'gehören', 'anfang', 'bunker', 'cottbus', 'extra', 'herr', 'schildern', 'kommando', 'gel', 'sergeanten', 'erwähnen', 'raum', 'bewegen', 'waldheim', 'schlimm', 'kultura', 'bäckerei', 'gefangener', 'rauskommen', 'wussten', 'auflösen', 'lagerzeit', 'mitte', 'zahl', 'appellplatz', 'verurteilen', 'internieren', '1950', 'appell', 'kamerad', 'vermuten', 'unterbringen', 'erleben', 'antreten', 'magazin', 'aufrufen', 'barackenälteste', 'marianne', 'funktion', 'verstorben', 'internierungslag', 'interniert', 'lagerleitung', '50']

117 ['heiraten', 'kind', 'verheiraten', 'eltern', 'tochter', 'kennen', 'schwiegermutter', 'hochzeit', 'sohn', 'wohnen', 'schwester', 'spät', 'schwiegervater', 'scheiden', 'mädchen', 'verloben', 'freundin', 'lernen', 'mutter', 'zweiter', 'gebären', 'schön', 'familie', 'lachen', 'wohnung', 'urlaub', 'krieg', 'tag', 'schwägerin', 'zeit', 'gerne', 'schwager', 'heirat', 'sterben', 'freund', 'scheidung', 'liebe', 'geld', 'fallen', 'schwiegerelter', 'warten', 'haus', 'schwer', 'schwiegereltern', 'schwanger', 'treffen', 'frage', 'trennen', 'lieben', 'verlieben', 'beruf', 'richtig', 'heirateen', 'arbeit', 'bruder', 'zuhause', '25', 'besuchen', 'haushalt', 'auseinander', 'stimmen', 'welt', 'beziehung', 'jetzig', 'gewohnen', 'ledig', 'krank', 'standesamt', 'feiern', 'klappen', 'verhältnis', 'standesamtlich', 'berlin', 'alleinstehend', 'cousine', 'verheiratet', '21', 'bestimmen', 'auto', 'ehemann', 'töchter', 'überlegen', '24', '32', 'trauen', 'einladen', 'unterwegs', 'lieb', 'hans', 'wiederkommen', 'schwiegertochter', 'golden', 'hübsch', '35', 'passieren', 'zukünftig', 'wagen', 'trauung', 'glücklich', 'berufstätig']

